# avg_r,avg_g
33.86,98.77
33.68,102.70
36.52,100.05
31.97,98.55
37.88,102.57
38.15,99.54
36.38,98.23
37.96,99.73
37.73,99.77
36.17,96.96
32.83,100.58
38.14,104.07
34.51,97.51
33.75,100.23
33.01,102.45
34.76,101.82
35.89,100.13
40.09,98.09
35.48,101.17
36.85,98.48
35.25,97.40
35.02,104.33
30.80,99.95
39.02,95.94
31.67,97.39
38.46,102.39
36.29,100.47
30.34,99.45
34.51,101.22
36.56,106.69
33.95,101.91
28.93,98.17
40.02,98.10
34.82,98.29
37.90,99.59
38.16,101.60
38.35,92.72
35.34,99.93
35.88,97.08
35.34,105.66
34.84,97.84
33.19,99.09
37.58,99.05
36.78,101.50
39.41,98.47
34.94,104.99
38.09,102.77
34.33,97.12
34.99,100.18
31.35,101.06
37.12,101.13
31.71,99.06
34.16,94.81
34.44,95.60
32.79,103.84
36.11,99.66
32.00,101.12
36.20,101.28
30.64,99.27
38.76,96.76
36.58,103.44
39.60,100.63
34.23,97.94
40.03,98.45
38.01,99.95
36.90,102.43
37.04,103.85
33.10,107.21
37.50,101.33
39.52,96.64
36.88,101.96
38.22,97.03
35.60,97.43
34.53,98.80
38.21,102.32
35.75,99.69
36.55,104.01
35.93,103.17
37.53,102.74
32.03,102.01
31.66,100.89
33.88,98.71
33.83,100.84
36.85,96.15
36.06,105.44
36.03,98.77
37.90,99.15
41.96,99.68
36.63,103.07
35.11,102.44
37.43,102.51
35.74,100.46
32.87,96.19
33.64,101.02
32.19,101.93
34.58,100.19
33.00,99.16
33.99,103.71
34.23,104.13
34.18,97.77
38.98,101.09
31.96,97.68
36.64,96.16
34.55,102.04
33.70,102.99
31.75,99.74
32.98,99.59
29.49,97.33
33.97,105.61
31.35,98.15
37.23,104.56
36.72,98.87
28.95,98.74
29.10,99.00
31.44,99.17
35.93,102.05
40.08,100.56
32.46,99.42
35.46,103.88
32.63,100.15
29.94,103.59
35.25,102.68
37.17,98.30
42.39,100.30
34.89,102.50
34.32,104.32
36.30,102.88
43.00,94.54
35.07,95.44
40.19,100.00
34.82,97.95
39.83,97.17
37.18,99.36
32.21,99.47
33.19,101.62
38.41,99.64
32.73,101.13
29.92,96.86
30.39,105.15
33.57,96.07
36.86,95.28
35.46,95.10
41.13,102.63
38.08,96.85
37.63,103.02
35.16,101.75
37.17,93.28
33.68,96.37
34.73,94.43
32.10,102.57
34.12,96.86
35.55,97.84
35.15,100.23
30.75,101.76
36.59,101.39
33.29,100.60
31.35,100.53
36.66,96.82
33.87,100.08
37.96,100.10
36.97,104.99
31.53,95.85
38.84,98.78
33.17,98.27
37.03,99.17
38.43,96.77
32.15,100.72
29.44,96.48
34.82,102.28
38.47,100.18
36.74,99.80
37.61,101.66
34.61,98.76
34.52,98.88
32.82,101.38
31.07,103.13
36.10,101.06
37.56,99.24
35.64,97.57
36.44,103.64
38.47,98.87
35.44,102.11
31.74,101.04
35.91,98.06
31.57,101.19
35.99,99.91
35.23,95.61
30.15,101.57
38.46,100.96
36.29,99.57
32.57,95.79
38.36,96.81
35.87,100.43
27.88,97.45
27.37,93.65
31.99,102.46
39.25,99.03
32.79,95.13
39.68,100.74
30.41,100.09
32.39,98.90
40.36,102.95
38.13,99.59
34.49,100.82
37.68,103.29
35.87,98.14
34.66,98.47
33.38,97.99
36.65,97.79
35.64,96.34
37.35,98.52
32.58,99.70
32.83,100.51
37.46,100.85
36.07,99.63
34.73,100.18
36.91,104.28
33.48,101.72
35.16,96.47
31.23,101.04
34.96,96.63
37.11,97.82
34.81,95.52
34.40,101.99
36.68,97.38
36.89,98.96
37.44,103.22
29.97,99.16
40.34,99.08
35.60,104.33
39.04,103.66
44.53,98.81
35.43,97.69
33.33,103.84
38.28,100.78
37.28,103.94
32.83,100.77
38.06,103.13
33.51,96.89
40.09,97.47
32.05,99.39
27.34,99.82
39.26,100.68
32.68,100.37
36.58,91.75
33.47,103.18
33.15,100.86
35.52,97.51
34.22,101.78
28.38,98.58
34.61,99.33
38.34,92.93
32.14,97.85
36.30,98.12
34.89,103.17
22.26,95.83
33.55,98.91
37.00,94.72
36.22,99.27
37.45,95.65
35.64,99.04
38.41,100.94
34.76,98.73
28.62,99.23
32.81,99.20
32.88,96.29
31.51,103.79
36.91,105.25
31.78,97.93
34.68,97.57
36.40,100.45
38.00,101.75
35.17,100.60
37.21,98.99
35.93,100.12
33.01,96.00
36.29,102.28
30.45,100.31
33.24,95.55
33.22,101.12
31.77,98.61
42.35,92.76
32.90,98.52
34.77,96.84
38.82,98.56
34.73,97.64
36.38,99.16
34.32,96.06
38.53,97.12
33.56,102.25
30.19,94.54
33.76,100.59
38.89,102.78
34.75,100.70
37.25,100.42
37.80,100.54
33.34,105.32
35.81,105.18
28.09,98.69
31.29,97.94
34.04,97.54
34.87,101.40
37.18,99.35
34.99,108.44
38.49,100.53
30.74,99.52
34.87,101.35
34.00,104.10
36.55,102.79
33.90,101.00
29.69,102.89
31.57,102.48
38.29,102.06
33.69,101.31
36.19,98.01
38.40,97.62
36.16,100.34
39.27,97.58
41.30,101.30
42.89,101.81
35.58,96.34
34.63,99.74
37.12,95.91
36.95,94.86
42.40,99.35
37.22,101.31
37.16,101.52
30.84,96.93
41.28,99.09
32.16,103.27
34.75,102.14
39.41,99.38
36.11,102.15
34.53,102.26
34.27,91.59
39.04,99.99
34.31,103.29
32.40,102.66
33.61,97.53
31.26,102.73
33.04,100.08
37.03,100.29
37.88,97.28
35.90,103.30
27.77,99.30
34.26,101.20
39.45,98.62
29.55,97.67
32.05,95.86
35.64,97.94
38.01,100.62
34.65,105.57
38.16,99.03
36.84,99.19
34.79,101.99
36.81,93.93
34.45,95.03
40.28,99.99
30.82,100.22
38.90,100.38
30.82,99.17
34.56,103.08
31.62,102.26
34.41,98.67
36.95,93.87
34.54,100.38
37.96,101.12
30.21,94.85
34.50,101.89
37.39,99.14
41.11,98.78
34.78,103.15
37.11,101.48
36.33,101.18
35.93,98.34
34.63,101.41
36.09,106.60
33.52,104.15
33.70,99.62
33.07,101.02
34.85,102.08
31.55,94.22
33.00,99.01
30.60,100.78
38.57,105.69
37.68,103.09
34.08,100.15
37.08,102.81
31.17,104.25
37.19,93.76
35.44,102.19
34.55,102.72
34.73,91.51
37.85,100.23
31.28,101.14
40.96,103.77
38.78,93.30
39.15,96.32
30.72,96.59
39.20,103.78
32.81,102.68
34.08,103.23
34.54,105.30
37.28,98.78
34.41,100.46
34.02,100.82
30.04,99.05
32.68,96.94
31.83,103.03
37.95,100.83
38.29,101.36
30.17,98.73
37.21,101.66
37.56,101.62
36.45,99.91
31.18,99.59
37.75,100.43
37.14,94.89
32.37,98.23
42.97,107.72
39.18,100.44
33.02,96.36
34.38,98.30
32.45,101.56
32.44,99.06
36.39,105.54
31.90,102.28
31.28,104.47
33.04,95.66
39.79,100.64
36.02,101.64
35.10,105.33
36.35,102.10
38.57,101.74
37.70,100.89
36.77,103.63
35.37,97.33
35.54,99.37
35.34,106.09
39.69,99.48
36.22,106.78
39.23,94.85
42.16,103.81
40.94,97.45
34.52,99.97
37.01,98.52
38.47,102.12
35.32,94.48
37.83,96.25
39.70,100.34
35.85,100.63
36.09,103.84
39.31,96.51
39.55,101.44
31.78,97.60
36.14,98.52
33.46,101.00
35.74,99.54
31.44,101.53
34.72,102.04
42.34,102.53
36.25,104.17
34.64,99.76
31.27,100.98
38.57,99.26
32.73,98.58
35.73,99.38
39.30,99.53
32.74,103.49
37.91,99.34
35.57,102.09
30.85,102.82
32.09,100.34
37.46,102.75
37.17,105.28
36.87,102.50
37.72,99.67
39.44,99.30
36.71,98.52
30.82,98.09
35.40,103.46
36.95,104.44
33.41,100.02
34.43,101.74
34.83,100.79
36.86,107.73
35.76,102.45
38.79,104.48
36.97,98.58
40.67,102.97
34.07,104.48
34.25,103.77
32.39,101.06
34.76,102.62
33.84,103.46
37.57,104.90
37.30,100.30
32.60,99.35
33.75,94.87
35.24,92.08
38.03,100.37
35.50,99.72
31.23,106.02
28.14,98.90
38.56,105.07
45.34,85.93
45.40,88.43
42.98,87.58
45.28,86.21
44.68,89.84
44.12,86.69
44.86,87.43
45.47,89.68
44.44,87.90
45.49,87.93
46.26,89.94
44.61,88.67
46.37,87.73
45.55,88.53
46.60,88.52
47.63,88.60
42.63,87.15
44.47,89.91
46.23,86.55
44.43,87.70
43.12,87.08
44.39,88.75
45.30,88.71
46.28,87.62
44.56,87.39
45.82,88.29
45.53,86.97
44.59,88.20
45.65,88.03
43.90,88.23
45.25,88.77
45.08,88.42
44.33,87.17
44.83,88.41
44.08,88.65
44.76,87.68
43.73,88.55
43.11,87.83
44.21,88.06
44.68,88.93
45.15,86.37
45.07,86.18
43.61,87.36
46.19,89.69
45.83,88.44
43.87,87.11
45.00,88.83
45.06,87.98
44.35,87.13
44.34,86.58
44.05,85.78
46.29,89.65
44.01,87.55
43.93,87.16
44.93,88.91
44.04,87.91
43.98,89.04
44.98,91.08
44.52,89.36
45.29,88.09
44.09,88.53
45.06,87.53
46.39,86.54
45.09,87.02
45.03,87.33
44.50,89.11
43.85,88.53
43.86,87.46
45.02,87.09
45.35,87.36
46.18,87.04
45.41,89.32
44.82,88.41
46.05,87.75
44.45,88.39
45.08,87.34
45.32,88.45
44.78,89.41
44.55,87.03
43.81,89.11
44.27,88.02
44.21,88.05
45.03,89.14
44.07,87.95
45.30,89.46
46.29,87.05
46.13,87.21
44.11,87.23
45.87,88.20
44.22,87.75
44.52,88.11
44.28,88.26
45.37,87.01
45.41,86.87
43.61,88.77
45.23,88.13
46.01,87.17
45.36,87.88
45.43,87.87
43.99,87.31
44.52,87.64
44.51,88.99
44.70,89.47
45.72,88.55
47.76,86.75
45.03,88.76
44.05,86.93
44.62,88.40
45.01,87.86
44.54,87.18
44.03,88.17
44.43,88.79
44.50,89.05
44.98,89.50
45.18,88.53
44.88,88.53
45.10,88.60
45.05,86.82
46.35,89.22
46.01,87.84
43.03,87.67
44.83,88.41
43.44,88.63
45.60,87.69
44.09,87.27
44.85,89.03
45.74,87.66
45.42,87.84
44.45,88.79
45.52,88.32
44.73,87.16
44.37,90.40
42.87,88.75
44.85,88.38
46.21,88.38
45.55,89.42
44.80,88.01
43.72,88.89
44.74,87.91
45.53,87.48
43.46,86.83
43.84,86.84
43.47,90.12
44.47,87.07
42.80,86.44
46.01,86.87
46.98,88.00
45.37,88.72
46.33,88.28
44.09,87.92
45.28,87.23
44.93,86.37
44.82,86.34
44.42,85.71
43.82,87.47
44.41,86.52
44.79,87.43
45.13,87.38
45.36,88.19
43.95,89.18
44.89,88.08
44.53,88.50
44.27,88.22
44.65,86.97
44.63,87.57
45.00,88.55
45.22,88.70
43.47,87.41
45.01,87.96
44.99,87.61
45.52,87.73
45.45,86.99
44.28,87.88
45.65,85.96
45.52,88.26
44.10,87.93
46.02,86.25
43.63,86.93
45.28,88.31
45.17,86.96
46.15,87.57
44.49,88.91
45.53,88.44
46.37,89.10
46.32,88.36
43.06,88.87
45.21,88.32
46.28,85.52
43.74,87.72
44.98,87.26
45.09,88.27
46.21,88.19
44.97,88.85
44.27,88.38
45.02,86.06
44.57,86.80
45.16,89.58
44.40,86.93
45.25,88.82
45.27,90.26
44.55,88.34
42.71,87.63
43.64,87.54
45.03,88.00
44.18,87.39
45.15,87.05
45.24,86.47
45.21,86.31
45.82,87.92
45.18,88.22
45.72,89.76
46.79,88.98
42.97,89.16
46.30,88.13
44.18,87.38
44.84,88.73
45.49,86.16
43.90,89.11
46.54,88.75
45.48,89.21
45.73,88.61
47.25,88.06
45.61,89.05
45.36,86.61
45.83,88.66
43.74,86.98
44.24,89.65
45.46,87.95
46.44,88.57
44.91,88.35
44.96,87.94
45.72,88.51
44.46,87.13
45.91,87.55
46.18,86.50
45.21,88.91
44.44,89.28
45.85,88.15
45.21,89.28
44.07,87.58
42.38,88.73
44.65,87.23
45.96,87.05
45.12,87.23
43.87,87.07
44.80,90.07
45.65,88.85
46.79,85.68
45.05,88.08
44.18,87.62
46.24,87.98
45.61,87.52
45.12,88.64
46.14,87.71
45.32,88.88
46.16,86.46
45.24,87.99
45.42,87.54
44.20,87.31
45.53,88.73
45.74,87.41
44.37,88.66
46.33,88.99
44.35,87.33
44.82,88.38
45.24,87.91
46.52,88.30
46.23,87.73
44.44,87.78
44.44,87.76
46.16,86.53
44.57,87.87
45.27,88.17
44.73,86.61
45.77,89.45
45.12,86.92
44.56,88.33
45.63,87.65
45.26,88.30
45.13,87.05
44.61,88.39
46.40,88.38
44.60,88.50
45.62,88.72
46.89,88.99
44.80,88.15
44.63,87.24
45.53,88.94
45.10,87.48
44.77,89.90
46.37,87.98
45.99,87.60
43.87,87.81
44.26,88.03
44.86,87.34
45.11,87.91
45.00,88.10
46.08,86.77
44.01,87.10
44.89,89.85
45.00,87.99
46.02,87.39
44.01,88.46
46.60,87.84
46.16,87.50
45.47,88.41
46.11,88.07
45.64,86.99
44.98,87.47
44.25,87.69
46.47,86.98
43.85,87.83
44.50,87.39
45.39,86.99
45.61,88.15
43.69,89.02
43.53,88.94
45.15,88.81
43.90,89.43
46.03,86.95
45.11,87.60
45.11,88.32
44.96,88.43
45.62,86.43
44.92,87.55
45.67,87.82
44.05,89.09
45.27,88.30
45.86,88.94
44.68,87.85
45.71,88.79
44.01,88.02
46.20,87.07
45.39,88.11
45.00,89.14
43.78,88.87
45.33,88.62
46.80,87.77
46.18,88.07
46.36,88.41
45.00,88.10
45.12,89.42
45.34,87.47
43.92,87.77
46.82,88.56
46.22,87.85
44.58,88.08
41.55,87.96
45.27,88.82
46.09,89.59
45.74,89.52
46.85,88.24
44.47,88.82
46.36,89.63
43.21,88.03
45.87,87.77
44.95,88.34
42.90,88.44
44.36,88.75
45.01,86.58
44.36,88.64
45.89,89.21
43.44,88.44
44.44,88.57
46.36,89.57
45.56,87.51
44.87,87.18
45.29,89.41
45.25,86.10
44.64,87.94
46.53,88.21
45.79,86.43
43.93,87.77
44.38,88.55
43.78,87.60
44.87,86.63
44.14,86.69
45.19,87.09
44.24,88.97
45.74,88.81
43.76,87.02
44.81,86.53
44.19,88.34
44.77,86.47
44.69,88.89
44.90,87.03
43.35,88.06
45.04,88.76
45.15,85.99
44.39,89.53
45.18,88.10
45.45,88.16
45.07,88.68
44.88,88.20
44.18,88.14
44.30,87.07
43.53,89.57
42.80,88.43
45.82,87.72
45.36,89.27
43.89,87.01
45.07,87.03
44.31,87.69
44.25,87.78
46.50,87.40
45.11,90.03
46.05,88.31
44.74,88.56
45.64,87.55
45.83,86.61
45.11,86.27
45.01,89.08
44.17,88.03
46.34,86.65
47.74,90.09
43.36,87.49
44.30,87.51
44.59,88.77
42.94,88.67
45.70,88.02
46.21,86.92
46.26,89.28
44.99,88.34
46.95,87.35
45.99,87.98
45.25,87.96
45.67,87.75
46.60,88.16
46.09,88.26
45.20,88.91
43.23,87.83
45.85,88.91
44.55,86.86
44.14,90.88
45.35,88.77
43.37,89.07
44.43,87.88
45.53,87.20
44.93,88.66
45.11,88.94
44.56,87.37
44.43,87.48
45.96,88.45
45.12,87.32
45.84,88.99
43.80,88.89
44.88,89.74
44.25,89.43
43.75,87.12
44.16,86.98
47.22,87.88
45.71,88.97
45.71,86.30
46.61,87.80
46.35,89.69
44.84,87.28
44.99,86.88
46.44,88.00
44.09,89.71
43.60,86.21
46.29,88.09
45.81,87.63
45.99,87.14
44.48,88.61
44.13,86.92
46.44,86.84
45.61,87.65
46.49,88.34
46.17,88.09
44.13,88.03
44.06,88.14
44.45,87.25
44.73,87.81
44.83,88.63
44.85,88.68
45.88,89.18
44.90,87.14
44.81,88.04
45.79,88.88
44.54,87.58
43.09,87.86
45.92,89.05
42.92,87.54
45.31,87.45
44.56,89.34
44.94,88.76
45.41,87.63
43.98,88.05
44.54,87.11
45.33,87.34
45.33,86.81
45.14,86.93
44.81,87.24
45.08,87.85
44.95,87.13
45.85,89.66
44.16,88.03
44.95,87.74
45.03,89.78
45.29,88.05
46.37,89.00
46.83,87.89
44.04,88.25
45.55,87.10
45.11,86.16
44.94,88.26
43.46,89.72
45.67,87.51
44.87,87.92
47.45,88.84
44.71,88.31
43.91,88.13
45.01,88.24
46.62,87.86
45.05,87.62
46.16,87.80
45.83,88.31
44.87,88.52
44.96,87.45
46.17,87.02
44.41,88.37
46.77,87.48
46.25,87.05
45.20,87.62
44.40,88.49
45.75,88.10
44.32,89.78
47.38,86.88
46.34,87.31
45.94,88.58
44.69,89.08
44.52,88.80
43.97,88.71
44.23,87.48
44.75,89.26
44.73,88.24
44.02,88.36
44.09,87.75
45.04,87.64
44.96,88.36
46.32,88.70
44.27,89.31
45.07,90.03
45.49,87.00
45.77,88.96
43.43,86.06
44.47,89.14
44.75,88.34
44.01,88.90
44.74,89.42
45.53,87.69
45.34,89.30
43.59,87.25
46.05,86.46
44.13,87.33
43.34,86.88
45.01,87.91
44.43,88.99
43.91,86.69
45.58,87.47
44.16,88.00
45.20,87.13
45.28,88.28
45.59,89.04
45.25,87.85
45.02,88.61
43.55,87.69
45.60,87.07
42.80,87.06
45.15,86.84
44.95,86.55
45.09,89.46
45.17,86.52
44.25,89.16
44.56,88.72
44.48,88.88
42.69,87.96
45.95,88.08
45.45,87.69
43.01,89.22
46.33,89.80
44.40,88.03
44.90,86.81
44.49,88.87
44.96,88.97
45.33,86.74
45.30,88.04
46.13,88.04
46.47,87.79
42.79,87.53
47.68,87.90
46.18,88.14
46.09,88.98
45.90,85.17
45.95,88.44
44.00,88.96
46.46,88.90
44.60,89.60
45.09,87.71
45.62,86.72
46.37,86.96
45.29,88.45
43.38,87.19
43.76,89.49
44.77,86.84
45.14,87.66
44.54,87.98
46.13,88.83
43.93,87.80
46.03,87.10
45.97,87.06
44.20,90.12
44.34,87.07
44.96,86.64
43.65,87.68
45.94,88.14
45.33,89.82
44.55,88.83
45.16,87.72
43.26,88.16
47.39,89.27
47.26,88.40
44.65,86.35
44.26,86.85
44.45,87.93
44.98,88.59
45.75,87.05
44.28,88.19
45.39,86.86
44.70,87.10
44.26,87.44
44.59,88.69
43.46,88.03
45.23,90.85
45.05,88.72
43.93,88.34
46.87,88.44
45.65,87.37
44.86,85.96
46.43,87.84
45.77,87.84
46.29,87.42
44.85,87.85
45.07,87.66
43.23,88.01
44.78,87.48
47.00,86.68
45.26,87.39
46.27,88.16
46.05,88.33
44.16,88.55
44.77,86.98
45.76,87.45
43.81,87.12
45.19,88.41
43.89,89.48
43.63,87.65
45.76,87.59
46.14,86.92
45.30,89.10
45.85,87.80
45.29,87.79
45.54,88.02
44.62,87.59
41.87,87.75
44.87,87.78
44.90,87.76
44.84,86.82
44.35,88.14
45.84,88.00
44.07,86.28
46.55,88.38
45.99,88.57
44.15,88.52
44.37,88.55
46.01,88.12
43.62,88.61
44.92,86.83
44.43,88.30
44.61,88.61
44.91,88.06
43.53,88.26
43.69,88.37
44.92,88.71
46.66,87.69
45.41,86.58
44.82,88.53
44.14,86.42
45.67,87.48
44.75,86.17
45.89,88.90
44.14,88.42
44.52,88.69
43.57,88.53
45.08,88.05
47.76,87.30
45.98,88.35
43.90,87.10
45.63,88.81
44.08,89.00
45.82,89.17
43.71,88.07
44.48,88.71
46.43,89.33
45.26,87.76
44.13,87.69
45.73,89.11
44.05,86.93
44.98,89.32
47.19,87.39
44.46,87.88
45.58,87.36
44.35,89.43
45.05,87.78
44.42,88.23
45.49,86.31
44.68,87.18
44.21,89.41
46.57,88.11
45.84,88.91
44.87,87.93
43.56,87.85
45.62,89.03
44.52,86.69
44.71,86.95
45.74,86.72
45.74,88.00
44.91,87.27
45.43,88.70
45.60,88.71
46.56,88.71
44.22,88.96
46.00,88.58
44.26,91.09
44.13,87.63
44.85,88.13
41.57,87.21
43.84,87.25
45.01,88.14
46.10,88.47
44.11,87.28
45.53,86.70
45.69,87.85
43.64,89.36
46.00,88.21
45.92,87.33
45.06,87.66
45.42,89.48
45.74,88.44
43.47,87.69
43.02,88.03
44.12,87.54
46.26,88.74
46.64,87.57
44.01,87.26
44.77,87.89
44.07,89.41
44.72,86.27
43.69,86.39
46.10,88.45
46.43,86.47
45.41,88.17
45.47,87.24
45.28,87.57
46.08,89.28
45.29,87.88
46.76,87.06
45.48,87.88
45.59,88.30
44.11,88.33
45.24,88.82
45.40,87.34
47.09,88.02
45.24,89.03
43.58,87.84
44.04,87.89
47.12,87.95
46.26,88.19
44.67,89.55
44.11,86.34
44.58,86.29
45.10,88.86
45.54,88.98
44.96,88.45
44.33,88.17
46.51,88.65
44.36,88.41
45.82,87.34
44.67,87.08
46.60,87.75
45.26,87.94
46.47,87.24
44.62,88.16
44.10,87.27
45.05,86.79
42.87,89.09
47.01,86.30
45.47,87.83
45.40,87.21
44.23,87.47
46.11,87.51
45.81,87.30
43.30,88.76
45.76,88.31
41.45,88.98
43.81,87.72
45.13,87.99
44.58,87.06
45.11,87.98
48.23,88.21
45.46,87.72
46.12,88.76
45.61,88.99
45.42,89.24
46.95,87.73
44.32,88.24
44.02,87.26
45.39,88.65
43.89,89.05
44.48,86.68
44.46,87.30
45.09,88.47
43.67,87.56
46.05,88.02
44.88,87.92
44.56,88.44
43.52,86.44
43.90,87.10
45.69,87.59
45.36,87.68
44.80,87.10
44.92,86.95
45.01,88.18
44.05,87.28
45.16,88.39
44.78,87.04
44.85,89.04
45.05,87.86
44.88,88.99
44.80,88.48
45.45,89.20
42.73,88.22
45.19,85.82
46.03,87.35
45.25,87.05
43.61,86.83
44.95,88.18
45.00,88.06
44.85,88.79
44.89,88.33
48.39,89.10
45.78,89.48
44.69,88.73
45.01,88.39
44.10,86.46
45.80,88.43
44.99,87.34
44.82,87.40
46.25,89.06
45.02,89.83
44.44,87.20
45.52,89.34
44.24,87.47
45.57,87.96
43.99,88.03
44.89,87.19
44.00,87.05
44.77,89.21
44.81,86.51
44.51,86.75
44.83,87.15
46.48,89.44
44.39,87.47
45.44,88.33
44.32,88.40
46.05,88.37
46.00,87.50
44.74,89.24
43.14,87.62
44.96,87.53
46.07,87.01
45.92,89.62
44.71,86.51
44.09,87.27
44.34,87.24
45.36,90.20
46.19,89.90
43.92,87.93
44.59,86.92
44.71,87.85
45.68,87.66
45.56,87.33
44.94,87.29
45.20,89.08
46.52,86.93
46.36,87.41
46.11,88.88
45.05,87.48
45.90,89.63
45.70,88.29
45.27,88.77
44.86,88.06
46.17,87.25
44.99,87.32
45.17,90.01
44.52,88.57
45.55,87.21
45.87,88.81
46.12,88.79
45.90,88.22
43.23,87.36
45.55,86.94
46.77,87.47
44.33,86.53
46.60,86.71
43.81,87.13
46.98,87.20
43.44,89.44
43.49,88.71
43.55,89.03
45.12,88.30
43.43,86.67
45.36,87.00
43.99,87.52
45.62,89.33
44.41,86.48
44.58,87.49
45.12,88.33
45.43,88.43
46.07,88.77
44.85,87.79
43.80,88.24
44.19,86.94
45.03,89.76
43.53,89.09
45.32,89.56
45.66,88.49
44.70,89.60
43.05,87.85
44.78,87.95
42.89,88.34
44.32,88.19
45.10,87.43
44.17,88.44
44.91,87.06
44.43,88.79
46.08,86.90
45.48,89.63
46.70,89.72
44.29,88.01
44.11,87.09
47.03,87.93
46.17,89.32
43.82,87.58
46.16,88.94
44.44,88.89
44.52,87.10
43.68,89.77
45.37,89.22
45.89,88.58
42.45,87.94
45.03,88.61
45.87,88.96
44.25,87.12
45.15,88.73
45.82,86.82
43.57,88.65
44.46,88.23
44.12,87.41
43.63,89.68
44.45,87.74
45.32,86.40
45.19,87.15
46.01,89.61
45.89,88.10
43.65,86.48
43.28,86.48
46.53,87.69
45.41,89.00
44.10,87.74
45.45,88.13
44.87,85.34
46.10,88.60
45.79,89.15
44.63,89.15
43.46,88.86
45.07,88.45
45.22,87.10
43.67,87.42
45.66,88.04
44.79,87.82
44.31,87.08
45.96,87.86
45.64,87.80
42.28,87.49
46.04,87.86
45.18,87.21
42.63,86.97
45.53,87.08
44.57,86.99
45.18,87.30
44.57,89.00
45.75,87.82
45.34,87.18
44.94,87.32
46.05,88.43
45.52,90.23
44.73,88.99
44.50,88.40
45.01,90.24
46.00,88.06
47.46,88.10
43.31,89.43
43.76,88.33
43.38,87.62
44.51,88.35
44.21,87.74
43.69,88.07
46.94,86.86
43.97,87.39
43.86,88.83
44.88,88.47
46.35,88.64
46.66,88.66
44.65,88.37
45.81,88.92
44.89,88.04
45.72,85.76
45.00,90.81
44.60,89.19
44.62,88.03
44.15,89.13
44.30,88.02
45.40,88.61
44.65,88.86
46.16,88.91
43.58,88.59
44.46,88.93
45.98,88.50
44.55,88.38
44.27,87.73
46.78,89.41
44.94,88.10
45.74,88.55
44.72,87.13
45.51,87.97
46.02,89.04
45.00,87.08
43.60,87.84
44.92,88.87
45.20,86.65
45.31,88.04
44.66,88.96
43.55,85.29
43.49,88.48
45.20,88.37
46.47,88.42
47.12,87.83
46.65,87.12
45.18,89.09
45.28,85.90
43.98,87.31
46.35,87.37
46.08,88.43
44.53,90.34
44.79,87.00
44.66,87.56
43.99,87.23
45.34,88.91
44.86,88.23
45.75,88.14
45.37,89.29
45.36,87.32
44.96,88.70
43.24,87.60
44.03,88.86
44.40,88.61
44.73,89.55
46.60,88.54
45.36,89.28
45.90,86.84
44.98,89.37
43.72,86.64
45.80,86.03
45.41,87.22
44.84,87.63
44.58,90.71
45.81,86.49
43.73,86.58
43.70,88.04
45.43,87.24
44.51,86.69
48.19,88.75
44.05,89.19
45.74,88.19
46.86,86.68
45.74,88.18
46.84,86.94
45.63,88.65
46.28,89.73
43.59,87.99
45.13,86.35
44.05,87.40
45.65,86.48
46.77,87.94
45.21,87.55
44.45,87.63
44.20,87.84
47.61,87.28
44.45,89.77
44.69,86.60
45.57,88.32
44.64,89.41
47.07,88.93
45.16,88.00
43.58,88.92
44.32,88.10
45.07,87.34
44.62,88.35
45.00,86.73
45.93,90.08
47.47,90.17
45.52,87.64
45.59,88.33
46.40,87.53
44.69,88.05
45.51,87.40
46.72,87.00
44.41,86.61
45.10,87.81
46.90,88.69
46.46,87.63
43.71,87.52
44.94,87.43
43.93,87.20
44.09,88.21
44.66,89.24
47.45,85.59
44.39,88.72
45.31,88.26
43.96,88.03
46.06,87.61
46.31,85.66
45.91,87.65
46.17,86.34
43.73,88.31
44.91,87.78
43.49,88.27
45.56,86.93
43.19,89.54
45.60,88.12
44.91,87.06
46.40,87.12
44.19,88.56
45.64,89.43
45.64,86.75
43.92,89.02
44.23,89.33
44.38,85.96
45.69,88.94
44.82,86.97
46.16,88.54
44.86,87.53
44.33,89.46
44.03,89.19
45.06,88.62
44.81,86.98
45.14,87.70
44.46,87.47
45.11,88.13
44.67,88.27
43.72,89.42
45.22,88.62
45.45,85.21
45.20,87.14
45.57,87.28
44.91,85.17
44.49,88.18
43.59,85.73
44.19,87.82
43.76,88.42
46.45,86.79
43.19,88.41
45.43,87.86
46.05,88.53
44.68,88.92
43.47,86.88
45.66,89.51
45.14,88.79
46.80,87.61
42.65,89.14
45.11,88.88
44.10,88.31
44.46,88.79
44.69,87.86
46.40,88.61
45.51,88.87
44.90,86.85
43.55,87.81
45.71,88.11
42.87,88.17
46.70,86.68
44.97,88.65
45.22,88.86
45.15,86.64
45.53,88.39
45.06,87.98
45.18,85.76
44.47,87.88
44.66,89.87
43.91,87.73
46.75,87.37
44.22,86.77
45.78,87.51
44.07,87.82
44.63,89.06
46.73,88.58
42.87,87.17
46.66,86.80
44.97,87.49
44.61,89.15
43.19,87.76
44.27,87.05
44.06,86.73
46.39,86.93
46.04,86.58
43.39,87.58
45.25,89.15
45.05,88.58
44.45,87.09
43.97,88.87
46.47,87.98
46.34,88.53
46.98,87.15
45.41,85.74
44.99,89.06
45.14,89.31
43.70,88.27
45.55,87.31
45.09,88.97
43.85,86.68
44.86,86.71
45.87,87.26
